rule_id,cwe_id,is_string_concat,is_parameterized_query,has_sanitizer_nearby,in_test_file,is_in_vendor_or_generated_dir,taint_source_distance,function_complexity,code_snippet_length,variable_name_entropy,is_user_input_direct,has_type_validation,is_third_party_lib_call,same_finding_seen_before_count,developer_dismissed_similar_before,file_change_frequency,is_authenticated_endpoint,label
hardcoded-secret,CWE-798,0,0,0,0,0,18,2,77,2.28,1,1,0,10,0,19,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,11,19,292,2.66,0,1,0,8,0,38,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,13,28,230,2.28,1,1,1,0,0,11,1,0
ssrf-request,CWE-918,1,0,0,0,0,2,26,197,2.91,1,1,0,5,0,7,0,1
ssrf-request,CWE-918,0,0,1,0,0,4,11,127,3.09,1,0,0,4,0,30,1,1
insecure-deserialize,CWE-502,1,0,1,0,1,4,19,110,2.29,1,0,0,8,0,9,0,1
insecure-deserialize,CWE-502,0,0,0,0,1,16,12,50,2.01,0,1,1,6,0,0,0,0
xss-unescaped,CWE-79,1,0,1,0,0,6,17,229,2.42,1,0,1,10,0,4,0,1
ssrf-request,CWE-918,1,0,0,0,0,12,11,155,4.27,1,0,1,7,0,30,1,1
hardcoded-secret,CWE-798,0,0,0,1,0,13,26,56,3.75,0,1,0,1,0,32,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,10,24,93,2.88,1,1,1,4,1,23,0,1
path-traversal,CWE-22,0,0,1,0,0,2,6,37,3.57,0,1,0,4,1,29,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,4,20,153,1.83,0,1,0,6,0,45,0,1
hardcoded-secret,CWE-798,0,1,0,1,0,19,4,330,2.76,1,0,0,4,0,44,0,0
xss-unescaped,CWE-79,0,0,1,0,0,9,9,393,1.8,0,1,0,2,0,17,0,0
path-traversal,CWE-22,1,0,1,0,0,19,24,325,2.03,0,1,0,1,0,14,0,0
sqli-concat,CWE-89,0,0,0,0,0,7,7,353,3.19,1,0,0,5,1,23,1,0
path-traversal,CWE-22,1,0,0,0,0,13,9,397,1.95,0,1,0,1,1,20,1,0
ssrf-request,CWE-918,1,0,0,1,0,2,28,307,4.29,1,1,0,9,0,45,0,1
path-traversal,CWE-22,0,1,1,0,0,10,8,277,3.69,0,0,1,10,0,9,0,0
sqli-concat,CWE-89,0,1,0,0,0,9,13,356,3.91,0,0,0,10,1,50,0,0
path-traversal,CWE-22,0,0,0,0,0,20,15,378,4.01,1,1,0,9,0,44,0,1
sqli-concat,CWE-89,1,0,1,0,0,12,6,301,1.62,0,0,1,1,1,11,1,0
ssrf-request,CWE-918,1,0,1,0,0,7,18,368,3.92,0,0,1,3,1,7,1,0
sqli-concat,CWE-89,1,0,1,0,0,18,4,101,3.66,1,0,0,8,0,43,0,1
hardcoded-secret,CWE-798,0,0,1,0,1,14,3,81,4.26,1,1,1,9,1,6,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,20,22,302,3.85,0,0,0,0,0,7,0,1
xss-unescaped,CWE-79,1,0,1,0,0,13,9,157,2.05,1,0,0,7,1,10,0,1
sqli-concat,CWE-89,1,0,1,0,0,2,28,85,1.94,0,1,1,0,0,26,0,0
path-traversal,CWE-22,0,0,1,0,0,5,24,196,2.63,1,0,0,3,0,6,0,1
xss-unescaped,CWE-79,0,0,0,0,1,12,18,72,1.59,1,1,0,8,0,15,1,0
sqli-concat,CWE-89,0,0,1,0,0,4,17,185,2.9,1,0,0,7,0,42,0,1
ssrf-request,CWE-918,0,0,1,0,0,17,11,44,3.44,0,0,0,2,0,28,0,0
sqli-concat,CWE-89,1,0,1,1,0,19,28,274,2.48,1,0,0,0,0,1,0,1
hardcoded-secret,CWE-798,0,1,1,0,0,18,19,353,3.78,0,0,0,8,0,29,1,0
xss-unescaped,CWE-79,0,1,1,0,0,6,8,249,1.73,1,1,1,7,0,41,1,0
xss-unescaped,CWE-79,0,0,0,0,0,3,7,37,3.76,1,1,1,4,0,35,1,1
ssrf-request,CWE-918,1,0,1,0,0,15,12,52,2.29,1,1,1,9,0,48,0,0
sqli-concat,CWE-89,0,1,1,0,1,20,7,187,2.49,1,0,0,5,0,40,1,0
path-traversal,CWE-22,0,1,0,0,0,5,29,347,3.76,1,1,0,4,0,35,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,5,4,236,3.87,0,0,0,0,0,47,0,1
path-traversal,CWE-22,1,0,0,0,1,18,15,54,1.74,0,1,0,8,0,43,1,0
hardcoded-secret,CWE-798,1,0,1,0,1,5,8,273,4.41,0,0,0,3,0,24,1,0
ssrf-request,CWE-918,0,0,0,0,0,20,2,314,3.5,0,1,1,4,0,6,0,0
xss-unescaped,CWE-79,0,1,1,0,0,8,16,35,2.88,1,1,0,10,1,1,1,0
hardcoded-secret,CWE-798,1,0,1,0,1,7,15,63,1.67,0,1,0,10,0,29,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,7,25,205,2.06,1,0,0,6,0,21,1,1
ssrf-request,CWE-918,0,1,0,0,0,1,13,175,4.32,1,0,0,3,0,44,0,1
xss-unescaped,CWE-79,1,0,1,0,0,2,24,225,3.21,1,1,0,1,1,22,1,1
path-traversal,CWE-22,0,0,1,1,0,7,12,71,2.88,0,1,1,3,0,40,0,0
xss-unescaped,CWE-79,0,1,0,0,0,18,23,131,3.82,0,1,0,7,1,4,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,5,9,307,2.31,0,1,0,3,1,48,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,2,26,363,1.83,0,0,0,7,0,14,1,1
xss-unescaped,CWE-79,0,1,0,0,0,15,17,180,4.1,1,0,0,3,0,12,0,0
path-traversal,CWE-22,0,0,0,0,0,2,6,325,3.02,0,0,0,6,0,15,0,1
path-traversal,CWE-22,0,0,0,0,0,1,4,151,3.78,0,0,0,5,1,28,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,6,13,379,3.73,1,0,1,0,1,33,0,1
ssrf-request,CWE-918,1,0,1,0,0,12,9,307,1.99,1,1,0,1,0,41,0,1
path-traversal,CWE-22,1,0,0,0,1,1,4,391,3.44,0,0,0,9,0,50,0,1
xss-unescaped,CWE-79,1,0,0,0,0,12,16,381,2.68,0,1,0,10,0,25,0,1
hardcoded-secret,CWE-798,0,1,0,0,0,6,26,254,4.49,1,0,0,0,0,50,0,1
hardcoded-secret,CWE-798,1,0,0,0,0,11,28,330,1.78,1,0,0,4,0,17,0,1
sqli-concat,CWE-89,1,0,1,0,0,20,22,265,3.78,0,1,0,3,0,8,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,6,15,58,2.51,1,0,1,1,0,1,0,1
sqli-concat,CWE-89,1,0,1,0,0,8,2,198,4.36,1,1,0,4,1,7,0,1
hardcoded-secret,CWE-798,0,1,1,0,0,5,6,45,4.37,0,1,0,1,0,48,1,0
ssrf-request,CWE-918,1,0,1,0,0,5,9,198,4.09,1,0,0,0,0,1,1,1
path-traversal,CWE-22,1,0,0,0,0,17,7,331,1.9,0,1,1,0,0,20,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,16,30,319,3.24,0,0,0,1,1,25,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,17,20,113,3.42,0,0,1,4,0,49,0,1
insecure-deserialize,CWE-502,1,0,1,0,0,9,20,294,1.99,0,1,0,6,1,16,0,0
insecure-deserialize,CWE-502,1,0,1,1,0,20,27,359,2.92,1,0,1,9,1,22,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,9,3,328,3.36,1,1,0,4,1,26,1,0
sqli-concat,CWE-89,0,1,1,0,0,16,15,50,1.74,0,0,0,4,0,24,1,0
ssrf-request,CWE-918,0,0,0,0,0,16,3,322,2.86,1,1,0,8,1,7,0,0
xss-unescaped,CWE-79,0,1,1,0,1,20,23,135,2.16,1,1,0,7,0,43,0,0
hardcoded-secret,CWE-798,1,0,1,0,1,4,26,316,3.1,0,0,1,6,1,15,0,0
sqli-concat,CWE-89,0,0,0,0,0,2,20,76,4.31,0,1,0,7,0,32,0,0
xss-unescaped,CWE-79,0,1,1,0,1,4,3,132,3.04,0,1,0,0,0,26,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,12,11,167,2.74,1,1,1,6,0,10,1,0
ssrf-request,CWE-918,1,0,1,0,0,7,24,37,2.26,1,0,0,0,0,9,0,1
hardcoded-secret,CWE-798,0,0,1,1,0,19,2,276,2.53,1,1,1,4,0,1,0,0
sqli-concat,CWE-89,0,1,1,0,1,13,3,63,2.19,0,0,0,6,1,26,1,0
insecure-deserialize,CWE-502,0,0,1,1,0,3,30,60,3.71,1,0,1,1,0,33,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,14,19,208,3.89,0,0,0,6,0,14,0,1
sqli-concat,CWE-89,0,0,0,1,0,1,1,106,4.14,0,1,0,0,0,43,1,0
path-traversal,CWE-22,0,0,1,1,0,3,7,287,2.68,0,1,0,7,1,49,1,0
xss-unescaped,CWE-79,0,1,0,0,0,3,9,185,1.78,1,0,0,10,0,37,0,0
ssrf-request,CWE-918,1,0,0,0,0,17,17,154,4.48,0,1,0,0,0,49,0,1
xss-unescaped,CWE-79,1,0,0,0,0,11,10,190,1.67,0,0,0,10,0,40,0,1
hardcoded-secret,CWE-798,0,0,1,0,0,19,27,168,2.93,1,0,0,2,0,18,1,1
sqli-concat,CWE-89,1,0,1,0,1,2,10,330,2.21,1,0,0,4,0,41,0,1
xss-unescaped,CWE-79,0,1,0,0,1,7,13,340,2.38,0,1,1,5,1,20,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,16,16,142,4.08,0,0,1,2,0,40,0,0
ssrf-request,CWE-918,1,0,0,0,0,18,7,237,2.42,0,0,0,9,0,47,1,1
hardcoded-secret,CWE-798,1,0,1,0,0,16,21,257,2.4,0,1,0,9,0,5,0,0
sqli-concat,CWE-89,1,0,1,0,0,3,23,75,2.48,0,0,0,10,0,2,0,1
hardcoded-secret,CWE-798,1,0,1,1,0,17,25,394,3.02,0,1,0,10,1,23,1,0
sqli-concat,CWE-89,0,1,1,0,1,17,1,247,3.69,0,0,1,0,0,17,1,0
path-traversal,CWE-22,0,1,1,1,0,9,6,342,2.58,1,0,0,8,1,18,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,6,29,166,3.84,1,1,0,1,0,40,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,20,27,150,1.91,0,0,1,9,1,34,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,19,18,65,3.48,0,1,1,7,0,45,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,10,15,321,2.08,0,1,0,5,1,42,1,0
xss-unescaped,CWE-79,0,0,0,0,0,15,27,283,3.35,0,1,0,4,0,50,1,0
hardcoded-secret,CWE-798,1,0,1,1,0,15,1,352,2.96,0,1,0,3,1,1,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,6,16,144,3.91,1,0,0,9,1,41,0,1
xss-unescaped,CWE-79,0,1,0,0,0,17,17,143,3.49,1,1,0,10,0,28,0,0
path-traversal,CWE-22,0,1,0,1,0,19,18,248,3.54,0,0,0,1,0,20,0,0
hardcoded-secret,CWE-798,0,1,0,0,0,18,19,366,1.89,1,1,0,10,0,22,0,0
sqli-concat,CWE-89,1,0,1,1,0,1,22,202,4.08,0,1,1,4,0,22,0,0
hardcoded-secret,CWE-798,1,0,1,1,1,9,15,184,1.77,0,0,0,2,0,36,0,0
path-traversal,CWE-22,1,0,1,0,0,6,14,204,3.6,0,0,0,0,1,46,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,17,29,197,3.87,0,0,0,8,0,7,1,0
sqli-concat,CWE-89,0,0,0,1,0,5,23,263,1.77,1,1,0,1,1,13,1,0
xss-unescaped,CWE-79,0,0,1,0,0,4,30,316,3.73,1,1,0,8,0,34,1,0
xss-unescaped,CWE-79,1,0,0,0,0,14,28,72,2.04,0,0,0,0,0,45,0,1
path-traversal,CWE-22,1,0,1,0,0,7,24,331,3.11,0,1,0,0,0,4,1,0
sqli-concat,CWE-89,0,0,1,0,0,3,3,317,3.8,0,0,0,4,1,21,0,0
ssrf-request,CWE-918,1,0,1,0,0,15,26,349,1.78,0,0,0,3,0,10,0,1
path-traversal,CWE-22,1,0,0,0,0,3,1,387,4.33,1,1,1,9,1,7,1,0
xss-unescaped,CWE-79,0,0,1,0,0,9,22,233,4.04,1,1,1,9,0,36,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,13,23,191,2.12,0,0,1,1,0,39,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,14,24,257,2.34,1,0,0,6,0,26,0,1
insecure-deserialize,CWE-502,1,0,0,0,0,4,8,285,4.5,1,0,0,0,0,17,0,1
xss-unescaped,CWE-79,0,1,0,0,0,16,9,157,4.41,0,1,0,9,1,35,0,0
insecure-deserialize,CWE-502,0,1,1,1,0,11,15,254,4.36,0,1,0,9,0,7,1,0
hardcoded-secret,CWE-798,0,1,0,0,0,18,18,269,2.29,0,1,0,5,0,23,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,12,24,152,1.79,0,1,1,4,1,18,0,0
hardcoded-secret,CWE-798,0,0,0,0,1,11,13,53,3.58,0,1,0,2,0,28,0,0
ssrf-request,CWE-918,0,0,0,0,1,13,28,151,1.58,1,1,1,5,1,48,0,0
xss-unescaped,CWE-79,1,0,1,0,0,1,29,50,1.55,0,1,0,3,0,22,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,4,29,168,3.73,0,0,0,3,0,38,0,1
ssrf-request,CWE-918,1,0,1,0,0,8,24,232,3.74,1,1,1,7,1,27,1,0
sqli-concat,CWE-89,1,0,1,1,0,14,26,201,1.82,1,0,0,1,0,38,1,0
sqli-concat,CWE-89,1,0,1,0,0,11,12,356,2.33,0,1,0,2,0,45,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,10,13,360,3.59,0,1,0,1,1,21,0,0
ssrf-request,CWE-918,1,0,0,0,0,12,3,44,3.82,0,1,0,0,0,12,0,0
xss-unescaped,CWE-79,1,0,0,0,0,2,16,322,3.76,0,0,0,8,0,50,0,1
hardcoded-secret,CWE-798,1,0,0,0,0,12,23,361,2.73,1,0,0,1,0,22,1,1
path-traversal,CWE-22,1,0,1,0,1,16,8,146,2.99,0,1,1,10,0,3,1,0
xss-unescaped,CWE-79,0,0,0,0,0,15,26,164,2.88,1,0,0,3,0,32,0,1
ssrf-request,CWE-918,0,0,0,0,0,20,15,109,2.0,1,0,1,1,0,37,0,1
sqli-concat,CWE-89,1,0,1,0,0,1,19,174,2.62,1,0,1,1,0,45,1,1
path-traversal,CWE-22,1,0,1,0,0,7,24,295,3.16,0,1,0,3,0,0,1,0
xss-unescaped,CWE-79,1,0,0,0,0,6,23,318,2.0,0,0,0,8,1,4,0,1
insecure-deserialize,CWE-502,0,0,0,0,0,7,22,265,3.05,1,1,0,4,1,33,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,11,23,326,3.26,1,0,0,7,1,15,0,1
path-traversal,CWE-22,0,0,0,0,0,20,26,291,3.32,0,1,0,5,1,21,1,0
path-traversal,CWE-22,1,0,0,0,0,10,7,172,2.67,0,0,1,2,0,38,1,1
insecure-deserialize,CWE-502,0,1,1,0,0,16,13,389,3.04,0,1,0,8,0,31,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,1,7,364,2.41,1,1,1,9,0,6,1,1
xss-unescaped,CWE-79,1,0,1,0,0,9,2,50,3.64,1,0,0,8,0,18,1,1
sqli-concat,CWE-89,1,0,0,0,0,17,19,228,3.88,0,0,0,9,1,41,0,1
insecure-deserialize,CWE-502,0,1,0,0,1,4,1,153,2.7,1,0,0,0,0,15,0,0
sqli-concat,CWE-89,1,0,0,0,0,13,19,119,4.33,0,1,0,10,1,18,1,0
ssrf-request,CWE-918,0,0,1,0,0,11,19,313,1.84,1,1,0,6,0,37,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,13,4,114,2.14,1,1,1,1,0,33,1,0
xss-unescaped,CWE-79,0,1,1,0,0,18,29,169,2.05,0,0,0,5,0,42,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,7,13,290,2.57,1,0,0,10,0,30,1,1
xss-unescaped,CWE-79,1,0,0,0,0,16,11,311,2.95,1,0,0,3,0,38,0,1
hardcoded-secret,CWE-798,0,0,1,0,0,19,3,378,2.32,1,1,0,6,1,40,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,17,27,336,4.28,0,0,0,3,0,24,1,1
xss-unescaped,CWE-79,0,1,1,1,1,12,10,350,1.57,0,1,0,0,0,29,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,19,11,337,2.7,1,0,0,4,0,39,1,0
ssrf-request,CWE-918,1,0,1,0,0,14,4,366,3.98,0,1,0,1,0,23,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,12,30,217,2.89,0,1,0,1,1,3,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,19,23,70,2.65,1,1,0,6,0,1,0,0
ssrf-request,CWE-918,0,0,0,0,0,20,6,356,2.63,0,1,0,3,0,34,0,0
sqli-concat,CWE-89,0,0,1,0,0,3,26,370,2.22,1,1,0,3,1,46,0,1
hardcoded-secret,CWE-798,0,0,1,0,0,10,16,243,3.85,1,0,1,6,0,16,0,1
insecure-deserialize,CWE-502,1,0,1,1,0,6,1,159,4.24,1,1,1,0,0,48,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,7,16,100,3.51,1,0,1,8,0,42,0,1
sqli-concat,CWE-89,1,0,0,0,1,15,27,293,2.02,0,1,1,2,1,33,0,0
sqli-concat,CWE-89,1,0,1,0,0,7,17,46,1.87,1,1,0,10,1,50,1,0
sqli-concat,CWE-89,0,1,0,1,1,15,13,151,1.76,0,0,0,0,0,33,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,19,16,393,2.19,0,0,0,6,1,29,0,0
path-traversal,CWE-22,0,1,1,0,0,15,23,276,3.78,0,0,0,9,0,45,1,0
sqli-concat,CWE-89,1,0,0,1,0,11,27,39,4.09,1,1,1,6,0,31,0,0
ssrf-request,CWE-918,1,0,0,1,0,20,16,272,1.54,1,0,0,0,1,31,1,1
sqli-concat,CWE-89,1,0,1,0,0,5,30,201,3.07,0,0,0,1,1,23,1,0
path-traversal,CWE-22,1,0,1,0,0,12,25,141,3.17,1,1,1,7,0,2,0,0
sqli-concat,CWE-89,1,0,0,0,0,14,12,26,4.38,1,0,1,10,1,32,1,1
ssrf-request,CWE-918,1,0,1,0,0,9,7,83,2.56,1,1,0,9,0,31,0,1
sqli-concat,CWE-89,1,0,0,0,1,14,5,248,2.41,0,0,0,0,0,44,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,3,5,399,3.78,1,1,1,4,0,17,0,0
xss-unescaped,CWE-79,1,0,1,0,0,8,2,90,1.53,1,1,0,7,0,5,0,0
sqli-concat,CWE-89,1,0,1,0,1,9,27,269,3.88,0,0,0,9,0,21,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,6,28,330,3.8,1,1,0,0,1,2,1,1
insecure-deserialize,CWE-502,0,1,1,0,0,16,1,149,1.96,1,0,0,8,0,25,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,4,30,394,4.19,1,1,0,6,0,23,1,1
path-traversal,CWE-22,0,1,1,0,0,13,12,389,4.33,1,0,0,4,0,25,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,12,21,89,3.38,0,0,1,3,0,6,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,17,27,240,4.08,0,1,0,9,0,41,0,0
xss-unescaped,CWE-79,0,1,1,0,0,1,26,89,3.27,0,1,0,4,0,18,1,0
path-traversal,CWE-22,1,0,0,0,0,20,14,299,4.36,0,0,0,1,0,20,0,1
hardcoded-secret,CWE-798,0,1,1,0,1,5,26,289,3.05,0,0,1,6,0,14,0,0
sqli-concat,CWE-89,0,0,1,0,0,14,25,51,1.94,0,0,0,5,1,17,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,7,13,46,3.63,0,1,0,10,0,4,0,0
sqli-concat,CWE-89,1,0,0,0,0,7,30,84,2.5,0,0,1,2,0,21,0,1
insecure-deserialize,CWE-502,1,0,1,0,0,1,7,62,4.36,0,0,1,7,0,9,0,1
sqli-concat,CWE-89,0,1,0,0,0,6,8,390,2.31,0,0,0,9,0,5,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,6,16,192,3.61,1,1,0,6,0,39,1,0
hardcoded-secret,CWE-798,0,0,1,0,1,15,14,337,3.16,1,1,0,2,0,16,0,0
sqli-concat,CWE-89,0,0,1,0,0,1,5,81,2.51,0,1,0,4,0,21,0,0
ssrf-request,CWE-918,1,0,1,0,0,15,24,234,4.39,0,1,0,7,0,12,1,0
sqli-concat,CWE-89,0,1,0,0,0,10,7,124,3.63,0,1,1,3,0,13,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,5,14,117,1.6,1,1,0,9,1,20,1,0
ssrf-request,CWE-918,0,0,1,0,0,19,26,21,2.91,0,1,0,3,0,41,0,0
sqli-concat,CWE-89,0,1,1,0,0,18,30,33,3.98,0,0,0,5,1,21,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,17,17,202,2.3,0,0,0,7,0,43,1,0
xss-unescaped,CWE-79,1,0,1,0,0,12,16,249,2.65,0,1,1,3,0,7,0,0
sqli-concat,CWE-89,0,0,0,0,0,6,11,125,2.03,0,1,1,10,0,30,1,0
path-traversal,CWE-22,0,0,0,0,0,15,24,82,3.51,0,0,0,2,1,18,1,0
insecure-deserialize,CWE-502,0,0,1,0,0,3,15,145,3.47,0,0,0,6,1,4,1,0
path-traversal,CWE-22,0,1,0,0,0,2,28,400,2.16,1,1,0,1,0,50,1,0
ssrf-request,CWE-918,0,1,1,0,0,5,25,51,3.5,0,1,0,3,0,33,0,0
ssrf-request,CWE-918,0,0,1,0,0,16,4,344,3.88,1,1,0,9,0,50,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,11,29,208,1.98,0,1,0,5,0,10,1,1
xss-unescaped,CWE-79,0,0,0,0,0,19,2,225,3.08,0,1,0,9,0,12,0,0
sqli-concat,CWE-89,1,0,0,0,0,17,10,58,3.11,1,0,1,1,0,34,1,1
xss-unescaped,CWE-79,1,0,0,0,0,15,6,222,2.31,0,0,0,5,0,14,1,1
insecure-deserialize,CWE-502,0,1,1,0,0,17,26,308,4.22,0,0,0,5,0,45,0,0
xss-unescaped,CWE-79,1,0,1,0,0,20,30,362,2.69,1,0,1,4,1,25,1,1
path-traversal,CWE-22,1,0,1,1,0,15,18,236,2.3,1,1,0,4,0,43,1,0
xss-unescaped,CWE-79,0,1,0,0,0,19,4,60,3.36,0,0,1,8,0,50,0,0
path-traversal,CWE-22,1,0,1,0,0,15,23,192,2.95,1,1,1,9,0,8,1,0
sqli-concat,CWE-89,1,0,0,0,1,4,24,249,3.8,0,1,1,1,1,8,1,0
ssrf-request,CWE-918,0,1,0,0,0,2,21,31,1.88,1,1,0,9,0,35,1,0
sqli-concat,CWE-89,1,0,0,0,0,12,18,215,4.01,0,0,0,3,1,5,0,1
path-traversal,CWE-22,1,0,1,0,0,16,13,308,3.04,0,1,0,5,1,41,1,0
xss-unescaped,CWE-79,0,0,0,0,1,11,8,130,2.15,0,0,0,4,1,10,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,20,19,319,4.35,0,0,1,6,1,50,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,17,24,228,4.26,1,1,0,7,0,17,0,0
insecure-deserialize,CWE-502,1,0,0,1,0,4,28,63,3.94,0,1,0,8,0,23,1,0
path-traversal,CWE-22,0,0,1,0,1,19,21,28,3.72,1,1,0,0,0,17,0,0
path-traversal,CWE-22,1,0,1,0,0,6,16,309,2.75,0,1,0,2,0,1,1,0
hardcoded-secret,CWE-798,0,0,1,0,0,18,19,296,2.05,1,1,0,7,1,28,1,0
sqli-concat,CWE-89,1,0,0,0,0,1,25,216,2.18,1,0,1,4,0,11,1,1
sqli-concat,CWE-89,1,0,0,0,0,3,15,244,3.54,1,0,0,6,0,34,1,1
path-traversal,CWE-22,0,0,0,0,0,4,4,172,3.41,1,1,0,6,0,26,1,0
ssrf-request,CWE-918,1,0,0,0,0,11,2,111,4.5,0,1,0,3,0,34,0,1
insecure-deserialize,CWE-502,0,1,1,0,0,4,22,175,2.26,0,0,1,10,0,17,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,18,8,157,3.16,0,1,1,8,1,19,0,0
sqli-concat,CWE-89,0,1,1,0,0,9,12,129,4.23,0,1,1,7,1,0,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,18,23,99,4.19,1,0,0,2,0,5,0,1
path-traversal,CWE-22,0,0,1,1,1,5,25,274,2.91,1,0,0,5,1,49,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,19,19,253,3.87,1,0,0,6,0,17,1,1
ssrf-request,CWE-918,0,0,0,0,0,6,20,395,3.1,1,0,0,1,0,15,0,1
ssrf-request,CWE-918,0,0,1,0,0,5,23,163,4.31,0,1,0,1,0,16,1,0
xss-unescaped,CWE-79,1,0,0,0,0,11,14,103,4.03,0,0,0,3,0,9,0,1
sqli-concat,CWE-89,1,0,1,0,0,7,10,160,2.91,1,1,0,2,0,14,1,0
xss-unescaped,CWE-79,1,0,0,0,0,8,30,26,3.71,1,1,0,5,0,8,0,1
xss-unescaped,CWE-79,1,0,0,0,0,7,13,178,3.97,0,0,0,10,0,15,1,1
sqli-concat,CWE-89,0,0,0,0,0,5,10,289,3.5,1,0,0,7,1,14,1,1
path-traversal,CWE-22,1,0,1,0,1,18,21,230,4.34,1,0,0,8,1,8,0,0
ssrf-request,CWE-918,1,0,0,0,0,8,1,125,4.37,1,0,0,10,0,48,0,1
xss-unescaped,CWE-79,0,1,0,0,0,17,27,291,3.48,0,0,0,8,0,23,1,0
ssrf-request,CWE-918,1,0,1,0,0,15,1,197,1.5,1,0,0,7,0,43,0,1
sqli-concat,CWE-89,0,1,1,0,1,13,16,351,3.2,1,1,1,4,0,22,0,0
sqli-concat,CWE-89,1,0,0,0,0,15,19,159,3.31,1,0,0,2,0,41,0,1
hardcoded-secret,CWE-798,0,0,0,0,0,7,1,357,3.25,1,1,0,1,0,17,1,0
xss-unescaped,CWE-79,1,0,0,0,0,7,2,118,1.85,0,1,0,1,1,39,1,0
sqli-concat,CWE-89,1,0,0,0,0,16,19,124,4.25,0,0,0,6,0,50,0,1
xss-unescaped,CWE-79,1,0,1,0,0,5,6,169,2.15,0,0,1,0,1,7,0,0
sqli-concat,CWE-89,1,0,0,0,0,10,12,126,1.54,1,1,0,1,1,20,0,1
insecure-deserialize,CWE-502,0,1,1,0,0,20,18,210,4.31,0,0,0,5,1,49,0,0
sqli-concat,CWE-89,1,0,1,0,0,4,21,100,2.18,1,1,1,9,0,21,0,1
sqli-concat,CWE-89,1,0,0,0,0,3,16,59,3.02,1,1,0,9,1,1,1,1
xss-unescaped,CWE-79,1,0,1,0,0,5,2,222,1.75,1,1,0,6,1,46,0,0
path-traversal,CWE-22,1,0,0,0,0,10,4,117,3.45,1,1,0,7,0,30,1,1
hardcoded-secret,CWE-798,1,0,1,1,0,6,28,339,2.03,0,1,1,9,0,48,1,0
ssrf-request,CWE-918,1,0,0,0,0,10,20,57,3.73,0,0,0,7,1,20,1,0
ssrf-request,CWE-918,1,0,1,0,0,15,13,26,1.84,0,0,0,2,0,32,0,1
ssrf-request,CWE-918,1,0,0,0,0,3,14,194,4.19,1,0,0,3,1,22,1,1
insecure-deserialize,CWE-502,1,0,0,0,1,6,21,61,3.54,1,1,1,1,0,14,0,0
hardcoded-secret,CWE-798,1,0,0,1,0,14,26,61,3.4,0,0,0,0,0,8,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,15,22,166,3.4,1,0,0,7,0,37,1,1
